date_time,user_id,category,days_from_payday,weekday,is_weekend,is_holiday,amount
2025-01-01T00:00:00+09:00,U001,transport,-24,2,False,False,8690.0
2025-01-01T00:00:00+09:00,U001,food,-24,2,False,False,1340.0
2025-01-01T00:00:00+09:00,U001,utilities,-24,2,False,False,4830.0
2025-01-02T00:00:00+09:00,U001,transport,-23,3,False,False,1650.0
2025-01-02T00:00:00+09:00,U001,food,-23,3,False,False,3580.0
2025-01-03T00:00:00+09:00,U001,food,-22,4,False,False,7220.0
2025-01-04T00:00:00+09:00,U001,food,-21,5,True,True,2980.0
2025-01-05T00:00:00+09:00,U001,food,-20,6,True,False,12550.0
2025-01-06T00:00:00+09:00,U001,utilities,-19,0,False,False,6140.0
2025-01-07T00:00:00+09:00,U001,transport,-18,1,False,False,11750.0
2025-01-07T00:00:00+09:00,U001,food,-18,1,False,False,5010.0
2025-01-08T00:00:00+09:00,U001,food,-17,2,False,False,960.0
2025-01-09T00:00:00+09:00,U001,food,-16,3,False,False,10660.0
2025-01-09T00:00:00+09:00,U001,utilities,-16,3,False,False,1620.0
2025-01-09T00:00:00+09:00,U001,transport,-16,3,False,False,9140.0
2025-01-10T00:00:00+09:00,U001,food,-15,4,False,False,11020.0
2025-01-11T00:00:00+09:00,U001,utilities,-14,5,True,False,2680.0
2025-01-11T00:00:00+09:00,U001,food,-14,5,True,False,8270.0
2025-01-12T00:00:00+09:00,U001,transport,-13,6,True,False,210.0
2025-01-12T00:00:00+09:00,U001,food,-13,6,True,False,970.0
2025-01-13T00:00:00+09:00,U001,food,-12,0,False,False,3690.0
2025-01-13T00:00:00+09:00,U001,utilities,-12,0,False,False,1980.0
2025-01-13T00:00:00+09:00,U001,transport,-12,0,False,False,8300.0
2025-01-14T00:00:00+09:00,U001,food,-11,1,False,False,540.0
2025-01-15T00:00:00+09:00,U001,food,-10,2,False,False,3010.0
2025-01-15T00:00:00+09:00,U001,utilities,-10,2,False,False,3900.0
2025-01-16T00:00:00+09:00,U001,transport,-9,3,False,False,1360.0
2025-01-16T00:00:00+09:00,U001,food,-9,3,False,False,2050.0
2025-01-17T00:00:00+09:00,U001,transport,-8,4,False,False,1790.0
2025-01-17T00:00:00+09:00,U001,food,-8,4,False,False,3250.0
2025-01-17T00:00:00+09:00,U001,utilities,-8,4,False,False,3120.0
2025-01-18T00:00:00+09:00,U001,transport,-7,5,True,False,3280.0
2025-01-18T00:00:00+09:00,U001,food,-7,5,True,False,10520.0
2025-01-19T00:00:00+09:00,U001,food,-6,6,True,False,7190.0
2025-01-19T00:00:00+09:00,U001,transport,-6,6,True,False,2650.0
2025-01-20T00:00:00+09:00,U001,transport,-5,0,False,False,3480.0
2025-01-21T00:00:00+09:00,U001,food,-4,1,False,False,7350.0
2025-01-21T00:00:00+09:00,U001,transport,-4,1,False,False,2220.0
2025-01-21T00:00:00+09:00,U001,utilities,-4,1,False,False,2300.0
2025-01-22T00:00:00+09:00,U001,transport,-3,2,False,False,11570.0
2025-01-22T00:00:00+09:00,U001,utilities,-3,2,False,False,19510.0
2025-01-22T00:00:00+09:00,U001,food,-3,2,False,False,2560.0
2025-01-23T00:00:00+09:00,U001,food,-2,3,False,False,2450.0
2025-01-24T00:00:00+09:00,U001,transport,-1,4,False,False,1120.0
2025-01-24T00:00:00+09:00,U001,food,-1,4,False,False,12810.0
2025-01-25T00:00:00+09:00,U001,food,0,5,True,False,7400.0
2025-01-25T00:00:00+09:00,U001,transport,0,5,True,False,7170.0
2025-01-25T00:00:00+09:00,U001,utilities,0,5,True,False,1550.0
2025-01-26T00:00:00+09:00,U001,utilities,1,6,True,False,3480.0
2025-01-26T00:00:00+09:00,U001,food,1,6,True,False,1990.0
2025-01-27T00:00:00+09:00,U001,transport,2,0,False,False,2980.0
2025-01-27T00:00:00+09:00,U001,food,2,0,False,False,13600.0
2025-01-28T00:00:00+09:00,U001,utilities,3,1,False,False,8060.0
2025-01-28T00:00:00+09:00,U001,transport,3,1,False,False,1060.0
2025-01-29T00:00:00+09:00,U001,utilities,4,2,False,False,5390.0
2025-01-29T00:00:00+09:00,U001,food,4,2,False,False,8610.0
2025-01-29T00:00:00+09:00,U001,transport,4,2,False,False,5730.0
2025-01-30T00:00:00+09:00,U001,utilities,5,3,False,False,30.0
2025-01-30T00:00:00+09:00,U001,food,5,3,False,False,3370.0
2025-01-31T00:00:00+09:00,U001,food,6,4,False,False,7340.0
2025-02-01T00:00:00+09:00,U001,food,-24,5,True,False,10950.0
2025-02-01T00:00:00+09:00,U001,transport,-24,5,True,False,2320.0
2025-02-02T00:00:00+09:00,U001,food,-23,6,True,False,1220.0
2025-02-02T00:00:00+09:00,U001,transport,-23,6,True,False,31090.0
2025-02-02T00:00:00+09:00,U001,utilities,-23,6,True,False,970.0
2025-02-03T00:00:00+09:00,U001,food,-22,0,False,False,970.0
2025-02-03T00:00:00+09:00,U001,transport,-22,0,False,False,1320.0
2025-02-04T00:00:00+09:00,U001,food,-21,1,False,False,6790.0
2025-02-04T00:00:00+09:00,U001,transport,-21,1,False,False,1600.0
2025-02-05T00:00:00+09:00,U001,food,-20,2,False,False,510.0
2025-02-06T00:00:00+09:00,U001,utilities,-19,3,False,False,3950.0
2025-02-07T00:00:00+09:00,U001,transport,-18,4,False,False,4220.0
2025-02-07T00:00:00+09:00,U001,food,-18,4,False,False,1800.0
2025-02-07T00:00:00+09:00,U001,utilities,-18,4,False,False,1450.0
2025-02-08T00:00:00+09:00,U001,transport,-17,5,True,False,5120.0
2025-02-08T00:00:00+09:00,U001,food,-17,5,True,False,1060.0
2025-02-08T00:00:00+09:00,U001,utilities,-17,5,True,False,4910.0
2025-02-09T00:00:00+09:00,U001,utilities,-16,6,True,False,5160.0
2025-02-10T00:00:00+09:00,U001,food,-15,0,False,False,210.0
2025-02-10T00:00:00+09:00,U001,transport,-15,0,False,False,7450.0
2025-02-11T00:00:00+09:00,U001,food,-14,1,False,False,10650.0
2025-02-11T00:00:00+09:00,U001,transport,-14,1,False,False,800.0
2025-02-11T00:00:00+09:00,U001,utilities,-14,1,False,False,8130.0
2025-02-12T00:00:00+09:00,U001,food,-13,2,False,False,250.0
2025-02-12T00:00:00+09:00,U001,transport,-13,2,False,False,1700.0
2025-02-13T00:00:00+09:00,U001,food,-12,3,False,False,1530.0
2025-02-13T00:00:00+09:00,U001,transport,-12,3,False,False,500.0
2025-02-13T00:00:00+09:00,U001,utilities,-12,3,False,False,1170.0
2025-02-14T00:00:00+09:00,U001,food,-11,4,False,False,40.0
2025-02-15T00:00:00+09:00,U001,food,-10,5,True,True,6980.0
2025-02-15T00:00:00+09:00,U001,transport,-10,5,True,True,5340.0
2025-02-15T00:00:00+09:00,U001,utilities,-10,5,True,True,3580.0
2025-02-16T00:00:00+09:00,U001,food,-9,6,True,False,3060.0
2025-02-16T00:00:00+09:00,U001,transport,-9,6,True,False,7580.0
2025-02-17T00:00:00+09:00,U001,food,-8,0,False,False,4710.0
2025-02-17T00:00:00+09:00,U001,transport,-8,0,False,False,610.0
2025-02-17T00:00:00+09:00,U001,utilities,-8,0,False,False,2070.0
2025-02-18T00:00:00+09:00,U001,food,-7,1,False,False,1290.0
2025-02-18T00:00:00+09:00,U001,transport,-7,1,False,False,1910.0
2025-02-19T00:00:00+09:00,U001,utilities,-6,2,False,False,4200.0
2025-02-19T00:00:00+09:00,U001,transport,-6,2,False,False,520.0
2025-02-20T00:00:00+09:00,U001,food,-5,3,False,False,6230.0
2025-02-21T00:00:00+09:00,U001,utilities,-4,4,False,True,5130.0
2025-02-21T00:00:00+09:00,U001,food,-4,4,False,True,5250.0
2025-02-21T00:00:00+09:00,U001,transport,-4,4,False,True,6620.0
2025-02-22T00:00:00+09:00,U001,food,-3,5,True,False,840.0
2025-02-22T00:00:00+09:00,U001,utilities,-3,5,True,False,420.0
2025-02-23T00:00:00+09:00,U001,food,-2,6,True,False,1410.0
2025-02-23T00:00:00+09:00,U001,utilities,-2,6,True,False,11810.0
2025-02-23T00:00:00+09:00,U001,transport,-2,6,True,False,130.0
2025-02-24T00:00:00+09:00,U001,food,-1,0,False,False,790.0
2025-02-24T00:00:00+09:00,U001,transport,-1,0,False,False,920.0
2025-02-25T00:00:00+09:00,U001,transport,0,1,False,False,1880.0
2025-02-25T00:00:00+09:00,U001,utilities,0,1,False,False,23170.0
2025-02-25T00:00:00+09:00,U001,food,0,1,False,False,5900.0
2025-02-26T00:00:00+09:00,U001,food,1,2,False,False,3350.0
2025-02-26T00:00:00+09:00,U001,utilities,1,2,False,False,3340.0
2025-02-26T00:00:00+09:00,U001,transport,1,2,False,False,4920.0
2025-02-27T00:00:00+09:00,U001,food,2,3,False,False,6630.0
2025-02-27T00:00:00+09:00,U001,utilities,2,3,False,False,2920.0
2025-02-28T00:00:00+09:00,U001,transport,3,4,False,True,7060.0
2025-03-01T00:00:00+09:00,U001,food,-24,5,True,True,1150.0
2025-03-01T00:00:00+09:00,U001,utilities,-24,5,True,True,5830.0
2025-03-01T00:00:00+09:00,U001,transport,-24,5,True,True,830.0
2025-03-02T00:00:00+09:00,U001,transport,-23,6,True,False,14140.0
2025-03-02T00:00:00+09:00,U001,food,-23,6,True,False,1350.0
2025-03-02T00:00:00+09:00,U001,utilities,-23,6,True,False,5280.0
